instability,abstractness
0.3333333333333333,0.0
0.7142857142857143,0.42857142857142855
0.0,0.0
0.782608695652174,0.5
0.0,0.0
0.25,0.0
0.0,0.0
0.45454545454545453,0.3333333333333333
0.9647058823529412,0.0
0.16666666666666666,0.0
0.8260869565217391,0.3333333333333333
0.75,0.16666666666666666
0.3333333333333333,0.3333333333333333
0.25,0.16666666666666666
0.6428571428571429,0.16666666666666666
0.45454545454545453,0.0
0.2857142857142857,0.3333333333333333
0.45454545454545453,0.3333333333333333
0.14285714285714285,0.16666666666666666
0.7727272727272727,0.0
0.45454545454545453,0.0
0.625,0.0
0.45454545454545453,0.0
0.8888888888888888,0.16666666666666666
0.75,0.0
0.7647058823529411,0.0
0.2,0.0
0.75,0.0
0.25,0.0
0.8333333333333334,0.16666666666666666
0.3333333333333333,0.0
0.8571428571428571,0.3333333333333333
0.5454545454545454,0.16666666666666666
0.0,0.0
0.5,0.3333333333333333
0.0,0.0
0.14285714285714285,0.0
0.6470588235294118,0.0
0.14285714285714285,0.0
0.0,0.0
0.14285714285714285,0.0
0.375,0.0
0.7916666666666666,0.0
0.25,0.0
0.7333333333333333,0.0
0.4,0.16666666666666666
0.8958333333333334,0.3333333333333333
0.2857142857142857,0.16666666666666666
0.3333333333333333,0.0
0.6,0.0
0.7142857142857143,0.0
0.6,0.3333333333333333
0.968,0.0
0.7368421052631579,0.16666666666666666
0.8947368421052632,0.0
0.6842105263157895,0.0
0.5,0.0
0.6923076923076923,0.0
0.0,0.0
0.16666666666666666,0.0
0.75,0.2
0.0,0.0
0.6666666666666666,0.0
0.8421052631578947,0.2
0.8636363636363636,0.2
0.75,0.4
0.7647058823529411,0.4
0.75,0.0
0.7222222222222222,0.4
0.5833333333333334,0.2
0.0,0.0
0.2,0.0
0.8947368421052632,0.0
0.8,0.0
0.375,0.0
0.5454545454545454,0.0
0.7619047619047619,0.8
0.2857142857142857,0.0
0.0,0.0
0.5,0.0
0.0,0.0
0.5,0.0
0.16666666666666666,0.2
0.8918918918918919,0.0
0.3333333333333333,0.0
1.0,0.0
0.9,0.0
0.16666666666666666,0.0
0.2,0.4
0.6923076923076923,0.4
0.0,0.0
0.5454545454545454,0.0
0.4444444444444444,0.0
0.9699248120300752,0.6
0.945054945054945,0.2
0.25,0.0
0.9714285714285714,0.0
0.7142857142857143,0.4
0.8181818181818182,0.8
0.9,0.6
0.4444444444444444,0.0
0.9130434782608695,0.0
0.75,0.6
0.7142857142857143,0.0
0.8809523809523809,0.8
0.3333333333333333,0.2
0.5,0.0
0.2857142857142857,0.0
0.5,0.2
0.6363636363636364,0.4
0.42857142857142855,0.0
0.9038461538461539,0.0
0.5454545454545454,0.0
0.4,0.0
0.3333333333333333,0.0
0.42857142857142855,0.0
0.9642857142857143,0.0
0.5,0.0
0.7333333333333333,0.25
0.4,0.0
0.5,0.0
0.42857142857142855,0.0
0.2,0.0
0.5555555555555556,0.0
0.5555555555555556,0.0
0.6363636363636364,0.25
0.42857142857142855,0.25
0.3333333333333333,0.0
0.8709677419354839,0.0
0.7333333333333333,0.25
0.0,0.0
0.9411764705882353,0.0
0.4,0.25
0.5714285714285714,0.25
0.3333333333333333,0.0
0.0,0.0
0.896551724137931,0.5
0.4,0.0
0.9772727272727273,0.0
0.9130434782608695,0.0
0.8571428571428571,0.75
0.5714285714285714,0.25
1.0,0.25
0.0,0.25
0.5,0.0
0.5555555555555556,0.25
0.75,0.5
0.9772727272727273,0.0
0.0,0.0
0.5714285714285714,0.5
0.75,0.0
0.3333333333333333,0.0
0.3333333333333333,0.0
0.8620689655172413,0.25
0.8181818181818182,0.0
0.7857142857142857,0.0
0.42857142857142855,0.25
0.25,0.0
0.6666666666666666,0.25
0.5,0.0
0.8974358974358975,0.0
0.7777777777777778,0.25
0.6666666666666666,0.0
0.8,0.25
0.42857142857142855,0.25
0.6923076923076923,0.0
0.2,0.0
0.5555555555555556,0.25
0.3333333333333333,0.0
0.3333333333333333,0.0
0.2,0.0
0.5714285714285714,0.0
0.8461538461538461,0.0
0.5,0.25
0.4,0.0
0.8571428571428571,0.0
0.3333333333333333,0.0
0.6666666666666666,0.0
0.4,0.0
0.9875,0.0
0.9893048128342246,0.0
0.5,0.0
0.0,0.0
0.9387755102040817,0.0
0.0,0.0
0.625,0.0
0.25,0.0
0.0,0.0
0.0,0.0
0.3333333333333333,0.0
0.7272727272727273,0.0
0.7857142857142857,0.6666666666666666
0.0,0.0
0.0,0.0
0.85,0.3333333333333333
0.25,0.0
0.7272727272727273,0.0
0.5714285714285714,0.0
0.0,0.0
0.9516129032258065,0.0
0.88,0.0
0.8888888888888888,0.0
1.0,0.0
0.0,0.0
0.8181818181818182,0.0
0.7142857142857143,0.0
0.6666666666666666,0.6666666666666666
0.0,0.0
0.75,0.3333333333333333
0.3333333333333333,0.0
0.6666666666666666,0.0
0.8181818181818182,0.0
0.0,0.0
0.625,0.3333333333333333
0.5,0.3333333333333333
0.25,0.3333333333333333
0.8181818181818182,0.3333333333333333
0.5,0.0
0.8125,0.6666666666666666
0.625,0.3333333333333333
0.25,0.0
0.625,0.0
0.6,0.0
0.5,0.0
0.85,1.0
0.6666666666666666,0.0
0.4,0.0
0.625,0.3333333333333333
0.0,0.0
0.5714285714285714,0.0
0.6666666666666666,0.3333333333333333
0.8125,0.0
0.25,0.0
0.5714285714285714,0.0
0.4,0.0
0.8928571428571429,0.0
0.5,0.0
0.5714285714285714,0.0
0.4,0.0
0.5,0.0
0.4,0.0
0.0,0.0
0.25,0.0
0.4,0.3333333333333333
0.25,0.0
0.9090909090909091,0.0
0.6666666666666666,0.3333333333333333
0.6666666666666666,0.0
0.9285714285714286,0.0
0.0,0.0
0.9433962264150944,0.0
0.9996125532739248,0.0
0.0,0.0
0.5,0.0
0.8333333333333334,0.0
0.8,0.5
0.0,0.0
0.7142857142857143,0.5
0.5,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8333333333333334,0.0
NaN,0.0
0.9615384615384616,0.0
1.0,0.0
0.9565217391304348,0.0
0.6666666666666666,0.0
0.0,0.0
0.875,0.5
0.3333333333333333,0.0
0.75,0.0
0.5,0.0
0.5,0.0
0.6666666666666666,0.0
0.0,0.0
0.5,0.0
0.5,0.0
0.0,0.0
0.0,0.0
0.6,0.0
0.5,0.0
0.3333333333333333,0.0
0.0,0.0
0.0,0.0
0.6666666666666666,0.0
0.9444444444444444,0.5
0.8947368421052632,0.0
1.0,0.5
0.0,0.0
1.0,0.0
0.75,0.5
0.6666666666666666,0.0
0.9090909090909091,0.0
0.875,0.0
0.3333333333333333,0.0
0.5,0.0
0.0,0.0
0.9230769230769231,0.5
0.8,0.0
0.5,0.0
1.0,0.0
0.5,0.0
0.8333333333333334,0.5
0.5,0.0
1.0,0.0
0.5,0.0
0.7777777777777778,0.5
0.6,0.0
0.0,0.0
1.0,0.0
0.0,0.0
0.9545454545454546,0.0
0.3333333333333333,0.0
0.6,0.0
0.7142857142857143,0.0
0.9310344827586207,0.0
0.3333333333333333,0.0
0.9661016949152542,0.0
0.8461538461538461,0.0
0.5,0.0
0.6666666666666666,0.0
0.6666666666666666,0.5
0.6,0.0
0.5,0.5
0.8,0.0
0.6666666666666666,0.0
0.3333333333333333,0.0
0.0,0.0
0.3333333333333333,0.0
0.8888888888888888,0.0
1.0,0.0
0.9354838709677419,0.0
0.9444444444444444,0.0
0.75,0.5
0.0,0.0
0.0,0.0
1.0,0.0
NaN,0.0
0.0,0.0
0.8,0.0
0.6666666666666666,0.0
0.6666666666666666,0.0
0.5,0.0
0.5,0.0
0.0,0.0
0.9565217391304348,1.0
0.875,1.0
0.75,0.0
0.5,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
NaN,0.0
0.0,0.0
0.0,0.0
0.5,0.0
0.0,0.0
0.0,0.0
NaN,0.0
0.0,0.0
0.5,0.0
NaN,0.0
0.9285714285714286,0.0
NaN,0.0
0.9830508474576272,1.0
0.75,0.0
0.0,0.0
0.0,0.0
0.75,0.0
0.9714285714285714,1.0
0.9285714285714286,0.0
0.0,0.0
0.0,0.0
0.8,0.0
0.0,0.0
0.8,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.6666666666666666,1.0
0.0,0.0
0.875,0.0
0.5,0.0
0.8571428571428571,1.0
0.0,0.0
